,Cell type,X location,Y location,Z location
777,Pyr in SP layer,304,592,290
778,Pyr in SP layer,152,832,314
779,Pyr in SP layer,48,656,322
780,Pyr in SP layer,80,960,322
781,Pyr in SP layer,280,376,306
782,Pyr in SP layer,312,728,298
783,Pyr in SP layer,56,392,314
784,Pyr in SP layer,312,984,298
785,Pyr in SP layer,392,552,306
786,Pyr in SP layer,40,240,314
787,Pyr in SP layer,160,584,290
788,Pyr in SP layer,248,96,314
789,Pyr in SP layer,352,344,298
790,Pyr in SP layer,328,328,314
791,Pyr in SP layer,336,72,306
792,Pyr in SP layer,32,600,322
793,Pyr in SP layer,144,144,322
794,Pyr in SP layer,328,584,322
795,Pyr in SP layer,48,280,290
796,Pyr in SP layer,376,856,306
797,Pyr in SP layer,16,784,306
798,Pyr in SP layer,200,320,298
799,Pyr in SP layer,232,840,298
800,Pyr in SP layer,288,712,306
801,Pyr in SP layer,184,696,306
802,Pyr in SP layer,152,312,298
803,Pyr in SP layer,256,736,314
804,Pyr in SP layer,120,944,322
805,Pyr in SP layer,304,816,306
806,Pyr in SP layer,96,176,322
807,Pyr in SP layer,24,864,306
808,Pyr in SP layer,232,720,306
809,Pyr in SP layer,272,928,306
810,Pyr in SP layer,232,944,314
811,Pyr in SP layer,344,688,314
812,Pyr in SP layer,152,384,314
813,Pyr in SP layer,136,752,298
814,Pyr in SP layer,8,760,298
815,Pyr in SP layer,200,280,322
816,Pyr in SP layer,280,744,314
817,Pyr in SP layer,296,440,290
818,Pyr in SP layer,80,520,322
819,Pyr in SP layer,280,888,322
820,Pyr in SP layer,72,40,314
821,Pyr in SP layer,208,720,306
822,Pyr in SP layer,8,376,306
823,Pyr in SP layer,48,336,290
824,Pyr in SP layer,384,968,322
825,Pyr in SP layer,184,816,306
826,Pyr in SP layer,344,368,298
827,Pyr in SP layer,16,504,306
828,Pyr in SP layer,328,864,314
829,Pyr in SP layer,392,312,290
830,Pyr in SP layer,352,56,298
831,Pyr in SP layer,320,376,322
832,Pyr in SP layer,304,296,290
833,Pyr in SP layer,192,792,314
834,Pyr in SP layer,344,928,314
835,Pyr in SP layer,48,568,314
836,Pyr in SP layer,96,232,314
837,Pyr in SP layer,240,176,322
838,Pyr in SP layer,224,640,322
839,Pyr in SP layer,184,152,290
840,Pyr in SP layer,0,440,290
841,Pyr in SP layer,112,336,298
842,Pyr in SP layer,16,824,298
843,Pyr in SP layer,296,672,306
844,Pyr in SP layer,296,248,306
845,Pyr in SP layer,256,176,322
846,Pyr in SP layer,0,848,290
847,Pyr in SP layer,336,144,306
848,Pyr in SP layer,392,936,314
849,Pyr in SP layer,96,464,314
850,Pyr in SP layer,344,504,314
851,Pyr in SP layer,352,904,314
852,Pyr in SP layer,312,656,314
853,Pyr in SP layer,136,664,314
854,Pyr in SP layer,48,712,298
855,Pyr in SP layer,288,840,322
856,Pyr in SP layer,304,768,322
857,Pyr in SP layer,232,88,314
858,Pyr in SP layer,352,760,306
859,Pyr in SP layer,304,968,322
860,Pyr in SP layer,272,872,322
861,Pyr in SP layer,120,296,298
862,Pyr in SP layer,0,272,314
863,Pyr in SP layer,272,160,298
864,Pyr in SP layer,400,296,322
865,Pyr in SP layer,400,680,306
866,Pyr in SP layer,360,328,306
867,Pyr in SP layer,56,680,306
868,Pyr in SP layer,32,640,298
869,Pyr in SP layer,24,120,314
870,Pyr in SP layer,216,568,306
871,Pyr in SP layer,240,384,290
872,Pyr in SP layer,160,352,298
873,Pyr in SP layer,312,896,306
874,Pyr in SP layer,224,360,314
875,Pyr in SP layer,384,456,298
876,Pyr in SP layer,48,560,298
877,Pyr in SP layer,288,168,298
878,Pyr in SP layer,328,592,306
879,Pyr in SP layer,296,464,290
880,Pyr in SP layer,304,280,322
881,Pyr in SP layer,256,336,306
882,Pyr in SP layer,200,72,306
883,Pyr in SP layer,352,72,314
884,Pyr in SP layer,144,240,290
885,Pyr in SP layer,144,392,298
886,Pyr in SP layer,296,352,322
887,Pyr in SP layer,112,152,306
888,Pyr in SP layer,136,64,298
889,Pyr in SP layer,392,392,298
890,Pyr in SP layer,280,704,290
891,Pyr in SP layer,384,136,314
892,Pyr in SP layer,72,8,314
893,Pyr in SP layer,16,992,298
894,Pyr in SP layer,72,184,322
895,Pyr in SP layer,48,512,290
896,Pyr in SP layer,400,944,298
897,Pyr in SP layer,152,816,298
898,Pyr in SP layer,312,256,298
899,Pyr in SP layer,8,80,322
900,Pyr in SP layer,344,192,322
901,Pyr in SP layer,120,800,290
902,Pyr in SP layer,344,640,290
903,Pyr in SP layer,40,816,298
904,Pyr in SP layer,216,376,290
905,Pyr in SP layer,360,712,322
906,Pyr in SP layer,144,488,290
907,Pyr in SP layer,80,448,298
908,Pyr in SP layer,288,56,298
909,Pyr in SP layer,8,824,290
910,Pyr in SP layer,264,72,298
911,Pyr in SP layer,96,136,322
912,Pyr in SP layer,392,288,306
913,Pyr in SP layer,272,128,298
914,Pyr in SP layer,64,608,314
915,Pyr in SP layer,8,488,314
916,Pyr in SP layer,336,456,322
917,Pyr in SP layer,216,616,298
918,Pyr in SP layer,376,88,290
919,Pyr in SP layer,256,968,314
920,Pyr in SP layer,352,184,322
921,Pyr in SP layer,208,8,306
922,Pyr in SP layer,8,328,290
923,Pyr in SP layer,320,496,314
924,Pyr in SP layer,384,200,306
925,Pyr in SP layer,56,536,290
926,Pyr in SP layer,192,160,306
927,Pyr in SP layer,40,960,314
928,Pyr in SP layer,352,288,306
929,Pyr in SP layer,96,312,290
930,Pyr in SP layer,88,88,322
931,Pyr in SP layer,256,280,290
932,Pyr in SP layer,128,720,306
933,Pyr in SP layer,200,656,290
934,Pyr in SP layer,240,288,290
935,Pyr in SP layer,168,120,322
936,Pyr in SP layer,392,96,290
937,Pyr in SP layer,264,112,322
938,Pyr in SP layer,72,968,290
939,Pyr in SP layer,128,336,306
940,Pyr in SP layer,160,616,306
941,Pyr in SP layer,16,968,322
942,Pyr in SP layer,176,408,306
943,Pyr in SP layer,344,744,314
944,Pyr in SP layer,344,552,306
945,Pyr in SP layer,208,424,290
946,Pyr in SP layer,256,744,322
947,Pyr in SP layer,24,392,314
948,Pyr in SP layer,320,304,298
949,Pyr in SP layer,0,968,298
950,Pyr in SP layer,400,144,298
951,Pyr in SP layer,144,32,314
952,Pyr in SP layer,200,144,314
953,Pyr in SP layer,288,320,314
954,Pyr in SP layer,104,368,322
955,Pyr in SP layer,288,880,290
956,Pyr in SP layer,80,688,290
957,Pyr in SP layer,112,136,298
958,Pyr in SP layer,208,104,298
959,Pyr in SP layer,232,888,314
960,Pyr in SP layer,152,64,314
961,Pyr in SP layer,392,0,306
962,Pyr in SP layer,24,808,298
963,Pyr in SP layer,400,624,290
964,Pyr in SP layer,184,632,298
965,Pyr in SP layer,56,760,298
966,Pyr in SP layer,400,272,290
967,Pyr in SP layer,192,632,306
968,Pyr in SP layer,56,552,314
969,Pyr in SP layer,344,680,322
970,Pyr in SP layer,48,0,322
971,Pyr in SP layer,320,848,290
972,Pyr in SP layer,320,856,306
973,Pyr in SP layer,368,608,290
974,Pyr in SP layer,368,976,290
975,Pyr in SP layer,312,904,298
976,Pyr in SP layer,296,88,306
977,Pyr in SP layer,176,296,306
978,Pyr in SP layer,16,456,306
979,Pyr in SP layer,272,896,298
980,Pyr in SP layer,360,984,298
981,Pyr in SP layer,104,8,306
982,Pyr in SP layer,208,328,322
983,Pyr in SP layer,208,888,306
984,Pyr in SP layer,232,704,290
985,Pyr in SP layer,272,144,322
986,Pyr in SP layer,192,544,322
987,Pyr in SP layer,32,968,322
988,Pyr in SP layer,72,152,322
989,Pyr in SP layer,160,112,306
990,Pyr in SP layer,288,496,314
991,Pyr in SP layer,72,672,314
992,Pyr in SP layer,160,344,322
993,Pyr in SP layer,352,896,322
994,Pyr in SP layer,96,448,306
995,Pyr in SP layer,112,144,298
996,Pyr in SP layer,88,944,298
997,Pyr in SP layer,296,240,298
998,Pyr in SP layer,352,488,314
999,Pyr in SP layer,128,672,290
1000,Pyr in SP layer,280,160,306
1001,Pyr in SP layer,384,952,322
1002,Pyr in SP layer,120,664,290
1003,Pyr in SP layer,384,792,290
1004,Pyr in SP layer,280,880,298
1005,Pyr in SP layer,392,992,290
1006,Pyr in SP layer,168,528,314
1007,Pyr in SP layer,224,480,322
1008,Pyr in SP layer,88,976,298
1009,Pyr in SP layer,120,528,298
1010,Pyr in SP layer,208,776,314
1011,Pyr in SP layer,272,200,298
1012,Pyr in SP layer,112,536,298
1013,Pyr in SP layer,216,56,306
1014,Pyr in SP layer,336,368,306
1015,Pyr in SP layer,360,840,314
1016,Pyr in SP layer,200,0,290
1017,Pyr in SP layer,40,488,322
1018,Pyr in SP layer,320,520,298
1019,Pyr in SP layer,56,168,298
1020,Pyr in SP layer,360,656,314
1021,Pyr in SP layer,256,440,306
1022,Pyr in SP layer,8,56,298
1023,Pyr in SP layer,96,944,290
1024,Pyr in SP layer,232,576,306
1025,Pyr in SP layer,0,24,290
1026,Pyr in SP layer,296,232,298
1027,Pyr in SP layer,168,464,322
1028,Pyr in SP layer,160,440,322
1029,Pyr in SP layer,104,568,314
1030,Pyr in SP layer,376,936,314
1031,Pyr in SP layer,64,376,290
1032,Pyr in SP layer,272,648,298
1033,Pyr in SP layer,136,568,290
1034,Pyr in SP layer,384,376,322
1035,Pyr in SP layer,24,272,314
1036,Pyr in SP layer,352,792,290
1037,Pyr in SP layer,168,1000,290
1038,Pyr in SP layer,64,624,290
1039,Pyr in SP layer,168,960,322
1040,Pyr in SP layer,96,336,298
1041,Pyr in SP layer,384,992,290
1042,Pyr in SP layer,384,144,314
1043,Pyr in SP layer,144,632,290
1044,Pyr in SP layer,0,88,306
1045,Pyr in SP layer,312,144,322
1046,Pyr in SP layer,48,136,290
1047,Pyr in SP layer,40,392,322
1048,Pyr in SP layer,200,792,306
1049,Pyr in SP layer,288,904,322
1050,Pyr in SP layer,352,272,322
1051,Pyr in SP layer,104,16,314
1052,Pyr in SP layer,184,144,290
1053,Pyr in SP layer,136,928,306
1054,Pyr in SP layer,208,856,298
1055,Pyr in SP layer,328,712,314
1056,Pyr in SP layer,208,144,314
1057,Pyr in SP layer,128,120,290
1058,Pyr in SP layer,136,760,290
1059,Pyr in SP layer,400,240,306
1060,Pyr in SP layer,248,504,306
1061,Pyr in SP layer,240,224,290
1062,Pyr in SP layer,344,48,306
1063,Pyr in SP layer,64,568,314
1064,Pyr in SP layer,240,256,298
1065,Pyr in SP layer,96,328,322
1066,Pyr in SP layer,328,168,314
1067,Pyr in SP layer,400,72,290
1068,Pyr in SP layer,104,880,306
1069,Pyr in SP layer,32,856,322
1070,Pyr in SP layer,48,296,306
1071,Pyr in SP layer,232,64,298
1072,Pyr in SP layer,328,608,322
1073,Pyr in SP layer,120,808,314
1074,Pyr in SP layer,96,992,322
1075,Pyr in SP layer,168,552,298
1076,Pyr in SP layer,304,600,290
1077,Pyr in SP layer,264,120,322
1078,Pyr in SP layer,136,848,306
1079,Pyr in SP layer,312,488,314
1080,Pyr in SP layer,192,376,298
1081,Pyr in SP layer,360,208,298
1082,Pyr in SP layer,296,320,290
1083,Pyr in SP layer,288,168,322
1084,Pyr in SP layer,192,240,314
1085,Pyr in SP layer,200,432,290
1086,Pyr in SP layer,376,784,298
1087,Pyr in SP layer,264,88,298
1088,Pyr in SP layer,160,440,306
1089,Pyr in SP layer,336,320,306
1090,Pyr in SP layer,200,152,322
1091,Pyr in SP layer,96,560,290
1092,Pyr in SP layer,280,232,298
1093,Pyr in SP layer,248,704,290
1094,Pyr in SP layer,352,336,322
1095,Pyr in SP layer,104,976,306
1096,Pyr in SP layer,88,96,298
1097,Pyr in SP layer,288,40,290
1098,Pyr in SP layer,96,856,322
1099,Pyr in SP layer,32,624,290
1100,Pyr in SP layer,368,984,314
1101,Pyr in SP layer,320,824,322
1102,Pyr in SP layer,152,744,298
1103,Pyr in SP layer,88,544,314
1104,Pyr in SP layer,376,48,290
1105,Pyr in SP layer,136,784,290
1106,Pyr in SP layer,88,352,314
1107,Pyr in SP layer,192,104,306
1108,Pyr in SP layer,88,400,298
1109,Pyr in SP layer,296,872,298
1110,Pyr in SP layer,384,32,314
1111,Pyr in SP layer,248,224,290
1112,Pyr in SP layer,80,624,314
1113,Pyr in SP layer,232,680,290
1114,Pyr in SP layer,80,952,298
1115,Pyr in SP layer,384,128,298
1116,Pyr in SP layer,112,856,322
1117,Pyr in SP layer,376,888,298
1118,Pyr in SP layer,120,672,322
1119,Pyr in SP layer,0,200,314
1120,Pyr in SP layer,392,520,314
1121,Pyr in SP layer,104,304,298
1122,Pyr in SP layer,64,736,322
1123,Pyr in SP layer,216,304,298
1124,Pyr in SP layer,336,600,290
1125,Pyr in SP layer,0,272,322
1126,Pyr in SP layer,80,640,314
1127,Pyr in SP layer,168,160,314
1128,Pyr in SP layer,200,128,306
1129,Pyr in SP layer,400,496,298
1130,Pyr in SP layer,80,168,314
1131,Pyr in SP layer,280,32,298
1132,Pyr in SP layer,160,376,322
1133,Pyr in SP layer,128,904,298
1134,Pyr in SP layer,392,216,322
1135,Pyr in SP layer,128,144,306
1136,Pyr in SP layer,384,168,322
1137,Pyr in SP layer,192,912,306
1138,Pyr in SP layer,216,472,314
1139,Pyr in SP layer,224,456,306
1140,Pyr in SP layer,352,912,298
1141,Pyr in SP layer,40,176,298
1142,Pyr in SP layer,48,408,314
1143,Pyr in SP layer,168,688,290
1144,Pyr in SP layer,176,912,314
1145,Pyr in SP layer,368,856,322
1146,Pyr in SP layer,64,120,290
1147,Pyr in SP layer,168,456,298
1148,Pyr in SP layer,256,848,314
1149,Pyr in SP layer,120,984,314
1150,Pyr in SP layer,352,400,306
1151,Pyr in SP layer,240,200,322
1152,Pyr in SP layer,64,968,322
1153,Pyr in SP layer,80,536,290
1154,Pyr in SP layer,208,384,306
1155,Pyr in SP layer,112,912,322
1156,Pyr in SP layer,32,64,290
1157,Pyr in SP layer,296,848,306
1158,Pyr in SP layer,352,504,314
1159,Pyr in SP layer,248,568,306
1160,Pyr in SP layer,40,312,298
1161,Pyr in SP layer,112,584,322
1162,Pyr in SP layer,56,840,290
1163,Pyr in SP layer,360,592,314
1164,Pyr in SP layer,280,600,298
1165,Pyr in SP layer,264,976,298
1166,Pyr in SP layer,392,768,290
1167,Pyr in SP layer,400,304,290
1168,Pyr in SP layer,200,248,314
1169,Pyr in SP layer,0,672,322
1170,Pyr in SP layer,248,672,306
1171,Pyr in SP layer,80,696,298
1172,Pyr in SP layer,16,840,290
1173,Pyr in SP layer,376,72,314
1174,Pyr in SP layer,64,160,298
1175,Pyr in SP layer,112,800,290
1176,Pyr in SP layer,248,624,322
1177,Pyr in SP layer,328,440,322
1178,Pyr in SP layer,224,472,290
1179,Pyr in SP layer,200,328,322
1180,Pyr in SP layer,320,912,314
1181,Pyr in SP layer,56,736,298
1182,Pyr in SP layer,64,288,314
1183,Pyr in SP layer,312,320,298
1184,Pyr in SP layer,384,952,298
1185,Pyr in SP layer,184,296,314
1186,Pyr in SP layer,216,80,314
1187,Pyr in SP layer,376,32,314
1188,Pyr in SP layer,72,752,298
1189,Pyr in SP layer,288,576,322
1190,Pyr in SP layer,240,256,306
1191,Pyr in SP layer,176,328,298
1192,Pyr in SP layer,72,696,314
1193,Pyr in SP layer,264,760,290
1194,Pyr in SP layer,120,920,322
1195,Pyr in SP layer,168,520,306
1196,Pyr in SP layer,296,416,322
1197,Pyr in SP layer,232,120,306
1198,Pyr in SP layer,8,80,314
1199,Pyr in SP layer,88,560,290
1200,Pyr in SP layer,72,488,306
1201,Pyr in SP layer,32,792,290
1202,Pyr in SP layer,112,232,322
1203,Pyr in SP layer,400,952,322
1204,Pyr in SP layer,0,808,290
1205,Pyr in SP layer,288,472,290
1206,Pyr in SP layer,400,792,314
1207,Pyr in SP layer,192,984,314
1208,Pyr in SP layer,344,696,306
1209,Pyr in SP layer,24,520,298
1210,Pyr in SP layer,184,352,322
1211,Pyr in SP layer,176,720,322
1212,Pyr in SP layer,64,928,306
1213,Pyr in SP layer,8,512,314
1214,Pyr in SP layer,352,704,290
1215,Pyr in SP layer,304,8,290
1216,Pyr in SP layer,152,1000,306
1217,Pyr in SP layer,272,152,306
1218,Pyr in SP layer,48,192,314
1219,Pyr in SP layer,160,824,314
1220,Pyr in SP layer,88,752,298
1221,Pyr in SP layer,304,832,322
1222,Pyr in SP layer,368,56,314
1223,Pyr in SP layer,48,640,290
1224,Pyr in SP layer,248,24,314
1225,Pyr in SP layer,64,624,322
1226,Pyr in SP layer,320,80,298
1227,Pyr in SP layer,248,576,322
1228,Pyr in SP layer,360,376,298
1229,Pyr in SP layer,232,424,290
1230,Pyr in SP layer,64,24,290
1231,Pyr in SP layer,264,64,290
1232,Pyr in SP layer,368,600,290
1233,Pyr in SP layer,160,448,314
1234,Pyr in SP layer,344,720,306
1235,Pyr in SP layer,112,40,298
1236,Pyr in SP layer,240,264,314
1237,Pyr in SP layer,48,752,314
1238,Pyr in SP layer,184,680,290
1239,Pyr in SP layer,120,136,306
1240,Pyr in SP layer,208,480,306
1241,Pyr in SP layer,224,816,322
1242,Pyr in SP layer,88,608,290
1243,Pyr in SP layer,200,16,290
1244,Pyr in SP layer,400,816,306
1245,Pyr in SP layer,264,216,322
1246,Pyr in SP layer,328,568,306
1247,Pyr in SP layer,304,800,306
1248,Pyr in SP layer,16,728,322
1249,Pyr in SP layer,88,864,314
1250,Pyr in SP layer,40,336,306
1251,Pyr in SP layer,152,104,290
1252,Pyr in SP layer,176,104,290
1253,Pyr in SP layer,160,528,290
1254,Pyr in SP layer,88,480,290
1255,Pyr in SP layer,104,520,314
1256,Pyr in SP layer,112,528,314
1257,Pyr in SP layer,336,136,298
1258,Pyr in SP layer,360,752,306
1259,Pyr in SP layer,112,944,298
1260,Pyr in SP layer,336,800,298
1261,Pyr in SP layer,40,424,298
1262,Pyr in SP layer,336,840,306
1263,Pyr in SP layer,320,144,306
1264,Pyr in SP layer,256,472,290
1265,Pyr in SP layer,104,208,314
1266,Pyr in SP layer,64,272,306
1267,Pyr in SP layer,0,304,298
1268,Pyr in SP layer,8,704,290
1269,Pyr in SP layer,120,936,322
1270,Pyr in SP layer,280,784,290
1271,Pyr in SP layer,328,72,314
1272,Pyr in SP layer,112,696,290
1273,Pyr in SP layer,216,152,290
1274,Pyr in SP layer,360,832,298
1275,Pyr in SP layer,0,168,314
1276,Pyr in SP layer,160,464,290
1277,Pyr in SP layer,272,784,298
1278,Pyr in SP layer,344,616,322
1279,Pyr in SP layer,360,120,322
1280,Pyr in SP layer,248,704,314
1281,Pyr in SP layer,304,864,314
1282,Pyr in SP layer,104,312,314
1283,Pyr in SP layer,232,608,298
1284,Pyr in SP layer,336,896,314
1285,Pyr in SP layer,320,280,306
1286,Pyr in SP layer,384,672,290
1287,Pyr in SP layer,192,768,290
1288,Pyr in SP layer,24,72,314
1289,Pyr in SP layer,168,320,290
1290,Pyr in SP layer,344,416,290
1291,Pyr in SP layer,336,944,306
1292,Pyr in SP layer,312,240,314
1293,Pyr in SP layer,56,856,314
1294,Pyr in SP layer,96,864,314
1295,Pyr in SP layer,80,576,290
1296,Pyr in SP layer,40,496,290
1297,Pyr in SP layer,384,56,306
1298,Pyr in SP layer,176,40,322
1299,Pyr in SP layer,128,96,322
1300,Pyr in SP layer,104,72,306
1301,Pyr in SP layer,320,696,298
1302,Pyr in SP layer,264,904,322
1303,Pyr in SP layer,312,864,314
1304,Pyr in SP layer,216,640,314
1305,Pyr in SP layer,384,288,290
1306,Pyr in SP layer,32,440,306
1307,Pyr in SP layer,136,480,314
1308,Pyr in SP layer,192,992,298
1309,Pyr in SP layer,24,144,322
1310,Pyr in SP layer,64,176,322
1311,Pyr in SP layer,168,360,290
1312,Pyr in SP layer,0,280,306
1313,Pyr in SP layer,112,464,290
1314,Pyr in SP layer,104,304,314
1315,Pyr in SP layer,128,192,306
1316,Pyr in SP layer,16,64,314
1317,Pyr in SP layer,320,344,290
1318,Pyr in SP layer,80,304,306
1319,Pyr in SP layer,144,936,306
1320,Pyr in SP layer,192,800,290
1321,Pyr in SP layer,24,920,322
1322,Pyr in SP layer,72,352,314
1323,Pyr in SP layer,272,488,306
1324,Pyr in SP layer,312,104,290
1325,Pyr in SP layer,200,56,306
1326,Pyr in SP layer,40,568,290
1327,Pyr in SP layer,56,240,322
1328,Pyr in SP layer,280,856,290
1329,Pyr in SP layer,232,920,314
1330,Pyr in SP layer,200,544,298
1331,Pyr in SP layer,224,592,298
1332,Pyr in SP layer,304,376,306
1333,Pyr in SP layer,128,328,314
1334,Pyr in SP layer,376,176,322
1335,Pyr in SP layer,232,632,298
1336,Pyr in SP layer,232,248,290
1337,Pyr in SP layer,208,664,314
1338,Pyr in SP layer,392,256,306
1339,Pyr in SP layer,168,544,306
1340,Pyr in SP layer,208,0,314
1341,Pyr in SP layer,176,224,290
1342,Pyr in SP layer,280,848,306
1343,Pyr in SP layer,304,984,314
1344,Pyr in SP layer,32,840,298
1345,Pyr in SP layer,192,128,290
1346,Pyr in SP layer,216,32,298
1347,Pyr in SP layer,208,88,298
1348,Pyr in SP layer,40,792,298
1349,Pyr in SP layer,0,16,298
1350,Pyr in SP layer,8,720,314
1351,Pyr in SP layer,200,536,290
1352,Pyr in SP layer,128,352,290
1353,Pyr in SP layer,80,88,306
1354,Pyr in SP layer,176,808,298
1355,Pyr in SP layer,72,0,298
1356,Pyr in SP layer,56,336,322
1357,Pyr in SP layer,288,840,298
1358,Pyr in SP layer,272,72,298
1359,Pyr in SP layer,272,24,322
1360,Pyr in SP layer,328,184,306
1361,Pyr in SP layer,192,856,306
1362,Pyr in SP layer,280,440,290
1363,Pyr in SP layer,72,912,306
1364,Pyr in SP layer,72,56,298
1365,Pyr in SP layer,376,616,314
1366,Pyr in SP layer,376,968,298
1367,Pyr in SP layer,352,912,290
1368,Pyr in SP layer,48,768,314
1369,Pyr in SP layer,64,520,290
1370,Pyr in SP layer,304,392,298
1371,Pyr in SP layer,392,664,306
1372,Pyr in SP layer,232,872,298
1373,Pyr in SP layer,96,872,298
1374,Pyr in SP layer,112,880,298
1375,Pyr in SP layer,64,328,290
1376,Pyr in SP layer,368,472,306
1377,Pyr in SP layer,368,528,290
1378,Pyr in SP layer,384,944,322
1379,Pyr in SP layer,40,432,306
1380,Pyr in SP layer,256,128,314
1381,Pyr in SP layer,192,968,322
1382,Pyr in SP layer,304,960,322
1383,Pyr in SP layer,344,144,322
1384,Pyr in SP layer,128,712,314
1385,Pyr in SP layer,296,64,322
1386,Pyr in SP layer,40,608,314
1387,Pyr in SP layer,232,920,322
1388,Pyr in SP layer,392,40,306
1389,Pyr in SP layer,352,776,298
1390,Pyr in SP layer,96,176,290
1391,Pyr in SP layer,336,512,314
1392,Pyr in SP layer,168,912,306
1393,Pyr in SP layer,104,544,314
1394,Pyr in SP layer,288,136,314
1395,Pyr in SP layer,136,776,298
1396,Pyr in SP layer,296,856,314
1397,Pyr in SP layer,224,152,314
1398,Pyr in SP layer,16,440,322
1399,Pyr in SP layer,176,272,306
1400,Pyr in SP layer,320,56,314
1401,Pyr in SP layer,56,72,322
1402,Pyr in SP layer,360,192,298
1403,Pyr in SP layer,256,1000,298
1404,Pyr in SP layer,256,872,314
1405,Pyr in SP layer,56,136,298
1406,Pyr in SP layer,120,48,322
1407,Pyr in SP layer,8,232,298
1408,Pyr in SP layer,56,512,322
1409,Pyr in SP layer,304,600,322
1410,Pyr in SP layer,208,600,290
1411,Pyr in SP layer,280,592,306
1412,Pyr in SP layer,72,984,322
1413,Pyr in SP layer,320,296,306
1414,Pyr in SP layer,64,664,322
